24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
   222   754.230     2.539    12.600    83.000     1.269     0.017     1.515    27.000     4.000    29.100     0.355     9.940   -84.056     2.538
   223   753.700     2.545    12.540    83.000     1.273     0.017     1.522    32.000     6.800    29.200     0.356     9.940   -84.056     2.538
   224   753.200     2.551    12.620    83.000     1.269     0.017     1.529    32.100    11.800    29.200     0.355     9.940   -84.056     2.543
   225   752.620     2.557    12.640    83.000     1.273     0.017     1.537    34.600    12.600    29.200     0.356     9.940   -84.056     2.549
   226   752.030     2.564    12.640    83.000     1.284     0.017     1.545    43.000    13.300    29.200     0.359     9.940   -84.056     2.556
   227   751.420     2.571    12.870    83.000     1.261     0.017     1.553    53.500    12.700    29.200     0.353     9.940   -84.056     2.564
   228   750.880     2.577    12.630    83.000     1.277     0.017     1.560    59.200    11.700    29.200     0.357     9.940   -84.056     2.570
   229   750.400     2.582    12.460    83.000     1.299     0.017     1.566    62.600     8.600    29.200     0.363     9.940   -84.056     2.578
   230   749.920     2.587    12.960    83.000     1.330     0.018     1.573    48.900     6.800    29.200     0.371     9.939   -84.056     2.585
   231   749.460     2.593    12.930    83.000     1.330     0.018     1.580    30.000     4.800    29.200     0.371     9.939   -84.056     2.593
   232   749.050     2.597    12.540    82.000     1.326     0.018     1.585    20.600     1.700    29.200     0.370     9.939   -84.056     2.598
   233   748.620     2.602    12.700    82.000     1.330     0.018     1.591    47.000     2.100    29.200     0.371     9.939   -84.056     2.598
   234   748.170     2.607    12.760    82.000     1.333     0.018     1.598    61.500     5.200    29.200     0.372     9.939   -84.056     2.604
   235   747.770     2.612    12.830    82.000     1.345     0.018     1.603    71.200     7.100    29.200     0.375     9.939   -84.056     2.607
   236   747.320     2.617    12.810    82.000     1.375     0.018     1.610    74.400     9.900    29.200     0.383     9.939   -84.056     2.613
   237   746.770     2.623    12.720    82.000     1.364     0.018     1.618    72.000    12.000    29.200     0.380     9.939   -84.056     2.617
   238   746.260     2.629    12.710    82.000     1.349     0.018     1.625    60.200    13.400    29.200     0.376     9.939   -84.057     2.622
   239   745.820     2.633    12.700    82.000     1.333     0.018     1.631    47.500    11.000    29.200     0.372     9.939   -84.057     2.628
   240   745.400     2.638    12.700    82.000     1.349     0.018     1.637    36.000    15.700    29.200     0.376     9.939   -84.057     2.633
   241   745.010     2.643    12.690    82.000     1.360     0.018     1.643    36.000    14.400    29.200     0.379     9.939   -84.057     2.644
   242   744.600     2.647    12.660    82.000     1.368     0.018     1.649    47.000     3.100    29.200     0.381     9.939   -84.057     2.649
   243   744.180     2.652    12.650    82.000     1.368     0.018     1.655    76.300     3.300    29.200     0.381     9.939   -84.057     2.649
   244   743.790     2.657    12.540    82.000     1.379     0.019     1.661    82.000     7.200    29.200     0.384     9.939   -84.057     2.653
   245   743.370     2.661    12.610    82.000     1.386     0.019     1.667    82.000     8.900    29.200     0.386     9.939   -84.057     2.656
   246   742.940     2.666    12.630    82.000     1.379     0.019     1.673    71.300    11.200    29.200     0.384     9.939   -84.057     2.660
   247   742.540     2.671    12.640    82.000     1.383     0.019     1.679    53.100    12.800    29.200     0.385     9.939   -84.057     2.667
   248   742.090     2.676    12.540    82.000     1.383     0.019     1.686    41.000    11.800    29.200     0.385     9.939   -84.057     2.671
   249   741.580     2.682    12.840    80.000     1.383     0.019     1.693    31.300    11.100    29.200     0.385     9.939   -84.057     2.675
   250   741.060     2.687    12.970    79.000     1.386     0.019     1.701    17.600    13.200    29.200     0.386     9.939   -84.057     2.681
   251   740.490     2.694    13.040    78.000     1.375     0.019     1.709     9.000     9.400    29.200     0.383     9.938   -84.057     2.692
   252   739.960     2.700    13.090    77.000     1.326     0.018     1.717     6.200     1.800    29.200     0.370     9.938   -84.057     2.698
   253   739.440     2.706    13.300    73.000     1.280     0.017     1.724    95.700     1.200    29.200     0.358     9.938   -84.057     2.698
   254   738.990     2.711    13.430    71.000     1.227     0.017     1.730   112.200     3.300    29.200     0.344     9.938   -84.057     2.704
   255   738.520     2.716    13.480    70.000     1.144     0.015     1.736   114.800     5.300    29.300     0.322     9.938   -84.057     2.710
   256   738.070     2.722    13.480    70.000     1.042     0.014     1.741   110.000     6.700    29.300     0.295     9.938   -84.057     2.715
   257   737.650     2.726    13.420    70.000     0.917     0.012     1.746   108.000     8.000    29.300     0.262     9.938   -84.058     2.720
   258   737.250     2.731    13.400    70.000     0.784     0.011     1.749   106.400     6.000    29.300     0.227     9.939   -84.058     2.726
   259   736.800     2.736    13.350    69.000     0.667     0.009     1.753   102.800     6.200    29.300     0.196     9.939   -84.058     2.731
   260   736.430     2.740    13.320    69.000     0.565     0.008     1.755    98.800     8.500    29.300     0.169     9.939   -84.058     2.734
   261   735.950     2.746    13.270    68.000     0.466     0.006     1.758    94.100     7.900    29.300     0.143     9.939   -84.058     2.744
   262   735.450     2.752    13.240    68.000     0.375     0.005     1.760    90.700     3.400    29.300     0.119     9.939   -84.058     2.748
   263   734.880     2.758    13.280    67.000     0.299     0.004     1.762    85.000     4.100    29.300     0.099     9.939   -84.058     2.748
   264   734.390     2.764    13.330    65.000     0.235     0.003     1.764    82.000     9.400    29.300     0.082     9.939   -84.058     2.754
   265   733.900     2.769    13.340    65.000     0.189     0.003     1.765    76.000     8.200    29.300     0.070     9.939   -84.058     2.761
   266   733.440     2.775    13.360    65.000     0.152     0.002     1.766    63.300     6.800    29.300     0.060     9.939   -84.058     2.770
   267   732.960     2.780    13.400    63.000     0.129     0.002     1.766    48.800     5.200    29.300     0.054     9.938   -84.058     2.774
   268   732.560     2.785    13.420    62.000     0.121     0.002     1.767    80.200     3.600    29.300     0.052     9.938   -84.058     2.779
   269   732.120     2.790    13.370    62.000     0.114     0.002     1.767   341.300     3.600    29.300     0.050     9.938   -84.058     2.783
   270   731.640     2.795    13.290    62.000     0.114     0.002     1.768   327.700     3.200    29.300     0.050     9.938   -84.058     2.790
   271   731.110     2.801    13.220    62.000     0.110     0.002     1.769   321.000     1.800    29.300     0.049     9.938   -84.058     2.799
   272   730.550     2.808    13.210    60.000     0.110     0.002     1.769   132.600     0.600    29.300     0.049     9.938   -84.058     2.806
   273   729.960     2.815    13.260    58.000     0.110     0.002     1.770   140.500     1.900    29.300     0.049     9.938   -84.058     2.806
   274   729.460     2.820    13.300    57.000     0.106     0.001     1.771   132.000     5.000    29.300     0.048     9.938   -84.058     2.813
   275   728.960     2.826    13.260    56.000     0.102     0.001     1.771   128.000     7.700    29.300     0.047     9.938   -84.058     2.819
   276   728.380     2.833    13.290    55.000     0.102     0.001     1.772   128.100     8.900    29.300     0.047     9.938   -84.058     2.824
   277   727.830     2.839    13.270    55.000     0.095     0.001     1.772   129.000     8.600    29.300     0.045     9.939   -84.058     2.830
   278   727.350     2.845    13.320    53.000     0.083     0.001     1.773   130.500     7.900    29.300     0.042     9.939   -84.058     2.837
   279   726.870     2.850    13.320    52.000     0.080     0.001     1.773   133.400     7.000    29.300     0.041     9.939   -84.058     2.844
   280   726.340     2.856    13.210    52.000     0.076     0.001     1.774   155.900     5.100    29.300     0.040     9.939   -84.058     2.852
   281   725.810     2.863    13.190    52.000     0.076     0.001     1.774   170.000     4.400    29.300     0.040     9.939   -84.058     2.861
   282   725.150     2.870    13.130    51.000     0.076     0.001     1.775   178.100     1.500    29.300     0.040     9.939   -84.058     2.868
   283   724.540     2.877    13.070    49.000     0.072     0.001     1.775   148.400     2.300    29.300     0.039     9.939   -84.058     2.868
   284   723.940     2.884    13.060    51.000     0.072     0.001     1.776   139.000     5.000    29.300     0.039     9.939   -84.058     2.876
   285   723.380     2.891    12.900    51.000     0.072     0.001     1.776   124.300     6.600    29.400     0.039     9.939   -84.059     2.884
   286   722.810     2.898    12.860    52.000     0.072     0.001     1.776   113.200     7.200    29.400     0.039     9.939   -84.059     2.892
   287   722.260     2.904    12.840    52.000     0.072     0.001     1.777   100.000     7.900    29.400     0.039     9.939   -84.059     2.899
   288   721.750     2.910    12.750    52.000     0.072     0.001     1.777    85.000     8.800    29.400     0.039     9.939   -84.059     2.905
   289   721.270     2.915    12.720    51.000     0.072     0.001     1.778    67.600     7.000    29.400     0.039     9.939   -84.059     2.910
   290   720.790     2.921    12.720    50.000     0.072     0.001     1.778    44.000     5.900    29.400     0.039     9.939   -84.059     2.915
   291   720.290     2.927    12.720    49.000     0.072     0.001     1.778    42.200     1.900    29.400     0.039     9.939   -84.059     2.926
   292   719.800     2.933    12.770    47.000     0.072     0.001     1.779   210.000     0.800    29.400     0.039     9.939   -84.059     2.932
   293   719.320     2.938    12.750    47.000     0.072     0.001     1.779   192.600     3.000    29.400     0.039     9.939   -84.059     2.933
   294   718.870     2.943    12.750    46.000     0.072     0.001     1.780   172.100     5.800    29.400     0.039     9.939   -84.059     2.938
   295   718.420     2.949    12.660    46.000     0.072     0.001     1.780   153.400     8.600    29.400     0.039     9.939   -84.059     2.943
   296   717.990     2.954    12.650    45.000     0.072     0.001     1.780   141.000    10.000    29.400     0.039     9.939   -84.059     2.948
   297   717.490     2.959    12.590    44.000     0.072     0.001     1.781   128.400    12.500    29.400     0.039     9.939   -84.059     2.953
   298   716.960     2.966    12.520    46.000     0.072     0.001     1.781   117.700    10.100    29.400     0.039     9.939   -84.059     2.960
   299   716.480     2.971    12.440    47.000     0.072     0.001     1.781   107.000     9.600    29.400     0.039     9.939   -84.059     2.964
   300   715.960     2.977    12.480    45.000     0.072     0.001     1.782    87.500    13.100    29.400     0.039     9.939   -84.059     2.971
   301   715.440     2.984    12.430    45.000     0.072     0.001     1.782    76.100     9.700    29.400     0.039     9.939   -84.059     2.984
   302   714.940     2.989    12.320    45.000     0.072     0.001     1.783    62.000     2.400    29.400     0.039     9.939   -84.059     2.990
   303   714.490     2.995    12.340    45.000     0.072     0.001     1.783    38.300     0.600    29.400     0.039     9.939   -84.059     2.992
